ClaimCount,UniqueBeneficiaries,ReimbursementTotal,ReimbursementMean,ReimbursementMedian,ReimbursementStd,ReimbursementMax,DeductibleTotal,DeductibleMean,DeductibleMax,InpatientClaimCount,InpatientClaimRatio,ClaimDurationMean,HospitalStayMean,HospitalStayMax,DiagnosisCountMean,ProcedureCountMean,PhysicianCountMean,BeneficiaryAgeMean,BeneficiaryAgeStd,ChronicConditionMean,AnnualReimbursementMean,AnnualDeductibleMean,UniqueAttendingPhysicians,UniquePrimaryDiagnoses,UniquePrimaryProcedures,ClaimsPerBeneficiary,ReimbursementPerBeneficiary,ReimbursementPerClaim,DeductibleToReimbursementRatio,PhysicianDiversityRatio,DiagnosisDiversityRatio,ProcedureDiversityRatio
31.0,25.0,19805.0,356.0851063829787,85.0,674.2516092698824,3300.0,310.0,4.285714285714286,100.0,0.0,0.0,2.586206896551724,0.0,0.0,2.814550264550265,0.0,1.5714285714285714,73.86363636363636,12.443706506356921,4.511220893643801,7039.967948717949,1171.4012237762238,6.0,29.0,0.0,1.098783882783883,543.2825040128412,356.0851063829787,0.0158071533537494,0.3333333333333333,0.9473684210526316,0.0
